,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,fees,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
119,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Introduction to Web Design
",,"Explore basic web design using HTML and CSS to plan and create effective webpages, implement them by writing code, enhance them with the use of page-layout techniques, and produce a functional, multi-page website.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,919 - 955,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Students enrolling in this course should be comfortable with:",9-12,https://cty.jhu.edu//programs/online/courses/introduction-to-web-design-web
120,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Linear Algebra
",,"This course is equivalent to a first-year college linear algebra curriculum, exploring concepts typically offered in an introductory college linear algebra course, including linear systems of equations, matrices, linear transformations, and their applications. Your instructor will be available for learning support and one-on-one review sessions for graded assessments, which include quizzes, homework, projects, discussions, a cumulative midterm, and a cumulative final.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of AP Calculus BC or equivalent (completion of Multivariable Calculus preferred)",9-12,https://cty.jhu.edu//programs/online/courses/linear-algebra-lin
121,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Linear Algebra (NCAA Approved)
",,"This course is equivalent to a first-year college linear algebra curriculum, exploring concepts typically offered in an introductory college linear algebra course, including linear systems of equations, matrices, linear transformations, and their applications. Your instructor will be available for learning support, synchronous virtual meetings with your classmates, and one-on-one review sessions for graded assessments, which include quizzes, homework, projects, discussions, a cumulative midterm, and a cumulative final.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of AP Calculus BC or equivalent (completion of Multivariable Calculus preferred)",9-12,https://cty.jhu.edu//programs/online/courses/linear-algebra-ncaa-approved-liny
122,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Making the Case: Effective Legal Arguments
",,"Objection, your Honor! Overruled! Guilty beyond a reasonable doubt! These are the phrases that lawyers and judges battle with in our favorite courtroom dramas. They speak to the argumentation at the heart of the adversarial American justice system in which two sides advocate their positions before an impartial judge and jury. How does one win in court? What goes into a strong legal argument? What are the rules and procedural context in which one attempts to secure a favorable verdict? Is it always logic that wins the day?",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/making-the-case-effective-legal-arguments-lega
123,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Master Class I: Writing, Editing, and Publishing
",,"Have you ever wondered what it’s like to be a published author? In this course, you’ll learn the steps from prewriting all the way to publication, and explore strategies for composing, critiquing, revising, and refining your original writing. Through interactive peer workshops and individualized guidance and feedback from your instructor on weekly assignments, you’ll learn to revise your own work and effectively critique the work of others. You’ll also hear from published authors and CTY alumni on what it takes to get your writing published. Along the way, you’ll respond to freewriting prompts and collect resources that you can use to improve your craft or seek publication. This course culminates with the creation of an online literary magazine which will feature the original work of you and your peers.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,975,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of a CTY Writing, Grammar, or Critical Reading course",9-12,https://cty.jhu.edu//programs/online/courses/master-class-i-writing--editing--and-publishing-pub1
124,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Master Class II: Writing, Editing, and Publishing
",,"Get a taste of the publishing world by working with your classmates to create, edit, and publish Lexophilia, CTY’s student literary magazine! Building on the skills you learned in Master Class I: Writing, Editing, and Publishing, you will further develop your craft by creating, revising, polishing, and submitting your own original writing. We’ll cover advanced writing techniques that real writers use to prepare their pieces for publication or for inclusion in an author’s portfolio. Meanwhile, you’ll gain experience working on a literary magazine by requesting submissions, providing editorial feedback, selecting visuals, or designing layout for the publication. Each student will have a role in creating the magazine, with opportunities for students to take on leadership positions as editors. Whether acting as editor-in-chief or as a member of the submissions, prose, art, or poetry editorial staff, you’ll gain valuable experience in imagining and building a published literary journal.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Master Class 1: Writing, Editing, and Publishing",9-12,https://cty.jhu.edu//programs/online/courses/master-class-ii-writing--editing--and-publishing-pub2
125,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Middle School Competitive Mathematics III
",,"Strengthen your analytical and problem-solving skills in this challenging course that’s designed for students with minimal math competition experience at the middle school level. You’ll build upon ideas introduced in MS1, covering skills in number theory, algebra, geometry, probability, and logic through lessons, sample problems, videos, and mini competitions designed to challenge and motivate you. Timed assessments will help you build experience for real competitions, and weekly synchronous strategy sessions led by a CTY instructor will guide you and other students through competition tactics.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,919 - 955,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/middle-school-competitive-mathematics-iii-ms3
126,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Modeling with Mathematics
",,"Build your math skills while diving deeper into their applications and interconnectedness in this unique mathematics modeling course. We’ll explore linear, quadratic, exponential, and geometric forms of modeling, and work to solve interesting problems using techniques taught in Pre-Algebra, Algebra 1, and Geometry through course materials, assignments, and class activities. While applying what you’ve learned, you’ll also explore how to use technology to simplify problems and get more accurate solutions. In addition to weekly virtual class meetings, students may schedule one-on-one virtual meetings directly with the instructor to discuss questions or concerns.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Geometry.",9-12,https://cty.jhu.edu//programs/online/courses/modeling-with-mathematics-mwm1
127,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Modern Cryptography
",,"In the age of digital surveillance, apps boasting end-to-end encryption such as WhatsApp and Telegram have flourished. What are these tools, and how do they work? How have developments in modern computing and mathematics affected the field of cryptography and impacted privacy and safety in modern society?",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/modern-cryptography-modc
128,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Multivariable Calculus
",,"Explore concepts typically offered in a third-semester calculus course. You’ll extend your knowledge from BC Calculus and learn about the subtleties, applications, and beauty of limits, continuity, differentiation, and integration in higher dimensions. Your instructor will be available for learning support and one-on-one review sessions for graded assessments, which include quizzes, homework, discussions, projects, a cumulative midterm, and a cumulative final.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of AP Calculus BC or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/multivariable-calculus-mvc
129,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Multivariable Calculus (NCAA Approved)
",,"Explore topics typically offered in a third-semester calculus course. You’ll extend your knowledge from BC Calculus while learning about the subtleties, applications, and beauty of limits, continuity, differentiation, and integration in higher dimensions. You’ll participate in discussion forums and synchronous virtual class meetings as you work through an engaging electronic textbook and online videos that clearly demonstrate concepts. Your instructor will be available for learning support and one-on-one review sessions for graded assessments, which include quizzes, homework, discussions, projects, a cumulative midterm, and a cumulative final.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of AP Calculus BC or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/multivariable-calculus-ncaa-approved-mvcy
130,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Our Voice is Our Power: Storytelling & Social Justice
",,"From Selma to Stonewall to the Queer Liberation March for Black Lives in 2020, storytelling and the power of language have shaped the quest for social justice. In this project-focused study of the most pressing issues facing an increasingly divided nation, explore the experiences of black and LGBTQ+ individuals in the United States as you process current events and collaborate on pathways to a more just, equitable future.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/our-voice-is-our-power-storytelling-%26-social-justice-boun
131,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Personal Identity and Memory
",,"Dive into the nature of personal identity, the philosophical investigation of what the self is and what makes it continuous across time. Who are you? What are you? Where are you? What makes you the same person you were yesterday? Tomorrow? Five years ago? Ten years from now? Begin with a primer on the psychology of memory and proceed to examine key philosophies on identity, including physical, psychological, and causal continuity, as you develop an understanding of human memory structure and its relevance to personal identity.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/personal-identity-and-memory-iden
132,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Race Matters
",,"Throughout history, the concept of race has been used to perpetuate issues and systems of social inequality. In this course, you’ll study race as a social construct, examine the historic development and institutionalism of racism in the United States, and discover how racism is embedded in our legal, economic, and social systems to disempower and further marginalize communities of color. Through critically examining race relations and systems of oppression, you’ll explore your own identity and positionality, and build the language, foundation, and understanding necessary to take a deeper look into race issues in America.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/race-matters-rama
133,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Satire, Comedy, and Politics
",,"As forms of cultural and political expression, satire and comedy are important tools for exposing uncomfortable truths about powerful individuals and institutions that might otherwise seem untouchable. Explore the ethics of humor in order to examine the role satire and comedy have played in American cultural and political debates via newspaper cartoons, TV shows, and stand-up routines. Consider the ethical implications of producing and consuming satire as well as the role context plays in how it’s received by others.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/satire--comedy--and-politics-laff
134,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Scare Tactics: Elements of Fear in Literature and Film
",,"When Lon Chaney's mask first came off in the silent-film version of The Phantom of the Opera, some viewers were reportedly so frightened by the actor's ghoulish makeup that they fainted in the theater. In addition to exploring literature such as William Shakespeare’s Hamlet and Shirley Jackson’s The Lottery, we will examine works in other media like video games and podcasts to pinpoint how moments of fright operate within creative works. Alongside writing reviews or short critiques, we’ll create projects including your own short fiction, a review blog or podcast, and storyboards or scripted scenes for a film—that incorporate the narrative techniques we’re learning.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/scare-tactics-elements-of-fear-in-literature-and-film-fear
135,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Science, Sexism, and Saving the World
",,"How would you feel if a piece of yourself were used without your knowledge to save generations of humans after you? Would you be willing to save the world with no recognition for your efforts? Would you make sacrifices even though you, your children, and your children’s children would continue to live in poverty?",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/science--sexism--and-saving-the-world-gsci
136,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Spanish Essay Writing
",,"Develop your Spanish composition skills and focus on writing descriptive, narrative, persuasive, informational, and comparative paragraphs in this course. Engaging reading materials are your foundation for discussions and analysis, and you’ll focus on grammar, usage, punctuation, vocabulary, and spelling. You’ll become a better writer in the classroom and in real-life situations, learn advanced Spanish spelling and punctuation rules, and will gain the ability to discuss reading topics and express opinions in Spanish.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Spanish for Elementary Students, Basic, Part IV for students in grades 2-6; Spanish Language, Basic, Part IV for students in grades 7-12; or 2 years of Spanish study (with a placement test).",9-12,https://cty.jhu.edu//programs/online/courses/spanish-essay-writing-spew
137,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Spanish Language Club
",,"Welcome to the club! CTY's World Languages Club gives students interested in exploring the Spanish language an opportunity to come together and learn in a community setting. Through forum discussion and live sessions using assigned words related to each week's theme, students will expand their vocabulary, become more fluent and accurate when speaking their target language, and learn to demonstrate culturally appropriate body language and tone while speaking. This club has synchronous virtual meetings, and participation is highly encouraged.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/spanish-language-club-clsl
138,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Spanish Language, Basic, Part I (NCAA Approved)
",,"Begin your Spanish-language study in this introductory level course. You’ll focus on developing your listening, speaking, reading, and writing skills and will learn about the sound system and grammatical structure of the language. In addition, you’ll learn to read and understand Spanish as well as hold a conversation and write a paragraph in your new language. Lesson topics include numbers and cultural values and practices of Latin Americans.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/spanish-language--basic--part-i-ncaa-approved-sp11
139,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Spanish Language, Basic, Part II (NCAA Approved)
",,"Continue the Spanish language study you began in Spanish Language, Basic, Part I and gain proficiency in speaking, listening, reading, writing, and grammar. In this course, you will write narratives about past events and expand your vocabulary so that you can describe a variety of topics, including emotions, conditions, daily routines, comparisons, and expressing preferences. You’ll also study the geography, culture, and regions where Spanish is spoken.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/spanish-language--basic--part-ii-ncaa-approved-sp12
140,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Spanish Language, Basic, Part III (NCAA Approved)
",,"In this introductory-level Spanish language course you’ll continue to develop skills in speaking, listening, reading, writing, and grammar. You’ll recognize the uses of familiar and formal commands and adverbs and various verb tenses, write descriptive narratives, and understand and summarize main ideas and information in texts. In addition, you’ll expand your vocabulary to include such topics as medical conditions, technology, home, and nature.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Spanish Language, Basic, Part II or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/spanish-language--basic--part-iii-ncaa-approved-sp13
141,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Spanish Language, Basic, Part IV (NCAA Approved)
",,"This is the final course in our introductory Spanish-language series. In this course, you’ll learn how to use the conditional and future tenses, recognize the use of subjunctive clauses, and will expand your vocabulary to include words related to giving orders and suggestions. In addition, you’ll practice writing narratives about events in various tenses and understanding and summarizing main ideas and information in texts.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Spanish Language, Basic, Part III or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/spanish-language--basic--part-iv-ncaa-approved-sp14
142,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Spanish Language, Intermediate, Part I (NCAA Approved)
",,"Start your intermediate-level Spanish-language study with the first course in our series. In this course you will continue to refine your speaking, listening, reading, and writing skills, and understanding of grammar. You’ll expand your vocabulary to include words that describe preferences, write descriptive narratives, and read and summarize ideas in Spanish texts. In addition, you will explore the culture of the Spanish-speaking world.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Spanish Language, Basic, Part IV or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/spanish-language--intermediate--part-i-ncaa-approved-sp21
143,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Spanish Language, Intermediate, Part II (NCAA Approved)
",,"In the second intermediate-level Spanish-language course in our series you will continue developing your speaking, listening, reading, writing, and grammatical skills. You’ll expand your vocabulary to include words related to comparisons, superlative forms, and negative and positive expressions, and explore topics including travel, nature, technology, and science. You’ll write narratives about events in the past, present, and future and recognize the use of various tenses. In addition, you will explore the culture of the Spanish-speaking world.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Spanish Language, Intermediate, Part I or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/spanish-language--intermediate--part-ii-ncaa-approved-sp22
144,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Statistical Reasoning in Sports
",,"In football, does the home team really have an advantage? Does dribbling the basketball before shooting a free throw increase the odds of scoring? Where should a goalie stand to block the most penalty kicks? Explore the science of statistical reasoning with an emphasis on practical application in sports. Learn classic statistical techniques, including how to determine averages and standard deviations to compare quantitative and qualitative variables across data sets. Examine how to craft good questions; accurately collect, review, summarize, and analyze data; and effectively communicate your conclusions.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Algebra I. Previous exposure to statistics is not needed. ",9-12,https://cty.jhu.edu//programs/online/courses/statistical-reasoning-in-sports-srsp
145,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Storytelling Through Art, Film, and Media
",,"Photography, video games, short films—these are all elements of visual storytelling that are increasingly popular ways to express an idea, theme, or story in today’s digital world. This hands-on course will help you explore the use of visual means to tell compelling stories through screenwriting, graphic design, storyboarding, and character development. We’ll learn about key elements of visual design such as balance, contrast, color, and line, and apply them while creating your own visual story. We’ll also explore and evaluate what makes an effective visual story while writing about still and moving images and interacting in class-discussion forums. Working with classmates, you will also produce a final collaborative class story. This course is great for artistic students who want to pursue their interests and develop their skills in creative writing, digital art, and visual analysis.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,695,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/storytelling-through-art--film--and-media-vfst
146,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Survey of Cryptography
",,"Surveil the world of cryptography, the science of secret-keeping. From passing notes in class to keeping online banking transactions secure, the need for confidential communication has been present for as long as people have wanted to keep things private. Learn about important methods of encrypting information, from historical ciphers to modern-day public key encryption, as you make and break codes using online tools to conduct frequency analyses and crack messages that would otherwise be undecipherable.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/survey-of-cryptography-scry
147,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  The Constitution in Crisis
",,"What rights would you give up in order to feel safe? What safety would you give up to protect your rights? How does a democratic republic, with rights reserved for both the federal and state governments, create a coherent response to a crisis? Drawing upon a variety of documents, explore U.S. policy decisions during crises such as the Civil War and 9/11 and their long-term effects. In a pandemic, for instance, is a church or a gun store an essential service? Who decides? Likewise, is government use of an app that tracks your temperature and movement to benefit public health an unconstitutional act of search and seizure?",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/the-constitution-in-crisis-cons
148,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  The Mathematics of Volatile Markets
",,"What does it mean when bubbles burst, stock markets crash, and hyperinflation takes off? How do these major economic events affect businesses and individuals around the world?",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/the-mathematics-of-volatile-markets-mvol
149,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  The Psychology of Memory
",,"Why are some things easier to remember than others? Why do people have vastly different memories of the same event? Why do most people remember Darth Vader saying, “Luke, I am your father,” when what he really says is, “No, I am your father”? Delve into these questions and more through an investigation into the fascinating world of memory.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/the-psychology-of-memory-pmem
150,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Unquiet Minds
",,"Nearly one in six people globally has a neurological disorder. Despite how common they are and how effective treatment can be, neurological disorders are often misunderstood and marginalized. Explore the causes and treatments of neurological disorders such as schizophrenia, Alzheimer’s, visual agnosia, anxiety, and depression. Individually and collectively, analyze fictional and nonfictional case studies as you consider diagnostic tools, formulate diagnoses, and determine potential treatments. Additional activities include assessing scientific articles and participating in virtual labs to sharpen your ability to reason through evidence (and to support your conclusions). You’ll gain a sound understanding of normal and abnormal neurological functions as well as the root causes of changes in the brain.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/unquiet-minds-frac
151,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Worldbuilding
",,"Fictional worlds often stick with us even longer than the stories that are set within them. They can be havens or nightmares, futuristic glimpses of what our world could be, or looking-glass critiques of reality. But how are these worlds created? Learn about the process of worldbuilding, discussing its techniques and best practices through the lenses of literature, creative writing, game design, history, and anthropology. In addition to building your own world, we’ll practice critical thinking and analysis as we look to famous worlds from literature, film, and games to discover what makes worldbuilding successful, meaningful, and ethical. Final projects include designing a travel brochure marketing a world to tourists, a vlog of a visit to another world, or a museum exhibit created by one civilization about a society that preceded it.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/worldbuilding-worl
152,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Writing About Art and Visual Design
",,"Do you have a flair for design, and an eye for what makes a scene or image visually effective? In this course, you will explore historically significant and modern works of visual design—including photography, paintings, films, video games, comics, and more. By studying and writing about elements of art and design, you will learn to recognize how images are created, and how audiences perceive them. You will become a careful observer and a more precise, descriptive writer and critical reviewer as you write well-developed essays that examine elements of visual design, consider the creator’s intentions and audience, analyze placement and sequencing, explore the themes specific images and visual elements convey, and more. Throughout the course, you and your classmates will share your creative work with each other. At the end of the course, you’ll craft your own visual essays analyzing the visual representation of theme in a film. This course is great for artistic students who want to pursue their interest and develop their skills in analytical writing, digital media, and design.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/writing-about-art-and-visual-design-vfwr
153,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Writing Analysis and Persuasion – Workshop (NCAA Approved)
",,"Want to strengthen your ability to persuade an audience? In this course, you’ll read critical and literary texts that will sharpen your ability to think and write critically about yourself and the world around you. You will write and revise essays of varying lengths, including a capstone essay demonstrating the writing skills and cultural criticism strategies you have developed throughout the course. Writing workshops provide the valuable opportunity to grow with the support and insight of your peers. Each unit in this course includes an asynchronous writing workshop in which you share feedback on classmates’ essays and receive feedback on your own. Active workshop participation will develop critical reading and editorial skills that you can use, along with your instructor’s feedback, to improve your writing.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,205",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Crafting the Essay a ""B"" or better in 9th grade English",9-12,https://cty.jhu.edu//programs/online/courses/writing-analysis-and-persuasion-%E2%80%93-workshop-ncaa-approved-pwr4
154,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Writing Analysis and Persuasion: Individually-Paced Format
",,"Strengthen your ability to persuade an audience by reading critical and literary texts that sharpen your proficiency to think and write critically about yourself and the world around you. You’ll write and revise essays of varying lengths, including a capstone essay based on your observation of social interactions within a group, demonstrating the writing skills and cultural criticism strategies you have developed throughout the course.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Crafting the Essay or 9th grade English.",9-12,https://cty.jhu.edu//programs/online/courses/writing-analysis-and-persuasion-individually-paced-format-em4
